url,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,awards,places
https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,One Flew Over the Cuckoo's Nest,Ken Kesey,12350,671935,4.19,325,1962,False,,,"['Salem, Oregon']"
https://www.goodreads.com/book/show/10964.Outlander,"Outlander (Outlander, #1)",Diana Gabaldon,48060,907687,4.23,850,1991,True,,"['RITA Award by Romance Writers of America Nominee for Best First Book & Single Title Historical Romance (1992)', 'Puddly Award for Romance (2001)']","['Lallybroch, Scotland', 'Scottish Highlands', 'Inverness, Scotland']"
https://www.goodreads.com/book/show/2429135.The_Girl_with_the_Dragon_Tattoo,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,71078,2819206,4.15,465,2005,True,,"['Barry Award for Mystery/Crime Novel Of The Decade (2010)', 'Macavity Award for Best First Mystery Novel (2009)', 'Anthony Award for Best First Novel (2009)', 'Glass Key Award (2006)', 'CWA International Dagger Nominee (2008)']","['Stockholm', 'Hedeby Island', 'Hedestad, Stockholm']"
https://www.goodreads.com/book/show/17899948-rebecca,Rebecca,Daphne du Maurier,29078,519355,4.23,449,1938,False,,"['National Book Award for Fiction (1938)', 'Anthony Award for Best Novel of the Century (2000)']","['Monte Carlo', 'Cornwall, England']"
https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper,My Sister's Keeper,Jodi Picoult,34340,1110692,4.08,423,2004,False,,"['Audie Award for Multi-Voiced Performance (2005)', ""Pennsylvania Young Readers' Choice Award for Young Adults (2007)"", 'ALA Alex Award (2005)', 'Lincoln Award (2006)', 'Green Mountain Book Award (2007)']","['The United States of America', 'Providence, Rhode Island', 'Rhode Island']"
https://www.goodreads.com/book/show/52892857-the-color-purple,The Color Purple,Alice Walker,17768,571008,4.24,304,1982,False,,"['Pulitzer Prize for Fiction (1983)', 'National Book Award for Fiction (Hardcover) (1983)', 'National Book Critics Circle Award Nominee for Fiction (1982)', 'Townsend Prize for Fiction (1984)']",['Georgia']
https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,62941,3193437,4.57,435,1999,True,,"['Bram Stoker Award for Best Work for Young Readers (1999)', 'Hugo Award Nominee for Best Novel (2000)', 'Locus Award for Best Fantasy Novel (2000)', ""Whitbread Award for Children's Book of the Year (1999)"", ""Mythopoeic Fantasy Award for Children's Literature (2008)""]","['Hogwarts School of Witchcraft and Wizardry', 'London, England']"
https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,A Tree Grows in Brooklyn,Betty Smith,22332,412383,4.28,496,1943,False,,['Audie Award for Classic (2002)'],"['Williamsburg, Brooklyn, New York', 'New York City, New York', 'The United States of America']"
https://www.goodreads.com/book/show/4934.The_Brothers_Karamazov,The Brothers Karamazov,Fyodor Dostoevsky,12760,269576,4.32,796,1879,False,,,['Russia']
https://www.goodreads.com/book/show/41817486-a-clockwork-orange,A Clockwork Orange,Anthony Burgess,15487,649171,3.99,213,1962,False,,['Prometheus Hall of Fame Award (2008)'],['England']
https://www.goodreads.com/book/show/6288.The_Road,The Road,Cormac McCarthy,48374,776928,3.97,241,2006,False,,"['Pulitzer Prize for Fiction (2007)', 'Locus Award Nominee for Best SF Novel (2007)', 'James Tait Black Memorial Prize for Fiction (2006)', 'The Quill Award for General Fiction (2007)', 'Puddly Award for Fiction (2010)']",['The United States of America']
https://www.goodreads.com/book/show/252577.Angela_s_Ashes,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,12583,575732,4.12,452,1996,True,,"['Pulitzer Prize for Biography or Autobiography (1997)', 'American Booksellers Book Of The Year Award for Adult Trade (1997)', 'Audie Award for Nonfiction, Abridged (1997)', 'Los Angeles Times Book Prize for Biography (1996)', 'Exclusive Books Boeke Prize (1997)']","['Limerick', 'New York (State)', 'Ireland']"
https://www.goodreads.com/book/show/345627.Vampire_Academy,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,23304,599819,4.11,332,2007,True,,,['Montana']
https://www.goodreads.com/book/show/52036.Siddhartha,Siddhartha,Hermann Hesse,20043,641416,4.04,152,1922,False,,,['India']
https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,The Poisonwood Bible,Barbara Kingsolver,24215,687210,4.07,546,1998,False,,"['Pulitzer Prize Nominee for Fiction (1999)', 'Orange Prize Nominee for Fiction Shortlist (1999)', 'Book Sense Book of the Year Award for Adult (2000)', 'PEN/Faulkner Award for Fiction Nominee (1999)', 'Independent Publisher Book Award (IPPY) for Audio Fiction - Unabridged (1999)']","['Bethlehem, Georgia', 'Kilanga', 'Sanderling Island, Georgia']"
https://www.goodreads.com/book/show/119322.The_Golden_Compass,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,24321,1376967,4.0,399,1995,True,,"[""Guardian Children's Fiction Prize (1996)"", ""Audie Award for Children's Titles (2000)"", 'Lincoln Award Nominee (2005)', 'Carnegie Medal (1995)']","['Oxford, England', 'Svalbard, Spitsbergen']"
https://www.goodreads.com/book/show/3836.Don_Quixote,Don Quixote,Miguel de Cervantes Saavedra,9183,231069,3.88,1023,1605,False,,"['Will Eisner Comic Industry Awards Nominee for Best Adaptation from Another Medium & Best Humor Publication (2014)', 'Βραβείο Λογοτεχνικής Μετάφρασης ΕΚΕΜΕΛ for Ισπανόφωνη Λογοτεχνία (2010)', 'Premio de traducción literaria Valle Inclán for John Rutherford (2002)']","['La Mancha', 'Barcelona, Catalonia', 'Spain']"
https://www.goodreads.com/book/show/662.Atlas_Shrugged,Atlas Shrugged,Ayn Rand,18245,369064,3.69,1078,1957,False,,"['Prometheus Hall of Fame Award (1983)', 'National Book Award Finalist for Fiction (1958)']",
